word,weight
psi,1.3021266460418701
france,1.3036569356918335
incredibly,1.3085507154464722
expected,1.3086265325546265
releases,1.317350149154663
technical,1.3232382535934448
sun's,1.3235303163528442
stokes,1.3313021659851074
armed,1.3391543626785278
league,1.3422287702560425
outlined,1.3615273237228394
sophisticated,1.3617297410964966
germanic,1.394897699356079
climates,1.419284701347351
1954,1.420556664466858
tokyo,1.431215763092041
prove,1.4334553480148315
widely,1.4374969005584717
collision,1.4518041610717773
cut,1.4707247018814087
front,1.476754903793335
restaurant,1.4912147521972656
independence,1.5674364566802979
search,1.5882245302200317
definitions,1.6013251543045044
rooted,1.612277865409851
relativity,1.6195460557937622
allied,1.6420279741287231
recently,1.877426028251648
save,2.043154239654541
painters,0.15564915537834167
empire's,0.1699906885623932
invariants,0.17327265441417694
highlighted,0.17439644038677216
charger,0.1755531132221222
of,0.18821845948696136
<OOV>,0.20812024176120758
or,0.23578211665153503
first,0.23636682331562042
as,0.24536898732185364
been,0.2505016624927521
through,0.25827884674072266
from,0.2617112994194031
to,0.26259350776672363
into,0.2651292383670807
make,0.2670023441314697
them,0.2703775465488434
an,0.27648815512657166
up,0.2767709493637085
university,0.2867802679538727
he,0.2870819866657257
other,0.2902698516845703
for,0.29480332136154175
not,0.29671454429626465
know,0.3024996221065521
it,0.30269190669059753
his,0.30520182847976685
your,0.30560022592544556
any,0.30638933181762695
be,0.30765992403030396
