actual,prob_0,prob_1
5,0.1469217403300831,0.14036351338942393
4,0.15532696806130075,0.1796801754809168
0,0.2741076062629982,0.15643293369687522
3,0.11803159226771484,0.17816104843363498
3,0.05093033353403923,0.21232861948765813
5,0.20780790680765399,0.1375089179158725
1,0.14125234642378912,0.30124358192421336
5,0.23152280036144937,0.13492762845151554
4,0.14639585752365605,0.13826951945158591
2,0.09413387245685759,0.18727123934728396
1,0.14655174738814897,0.3007768492113705
0,0.35953884597564306,0.13517727666995985
2,0.15423564514738716,0.1510635550441004
5,0.11864281124189446,0.17664938130636207
3,0.12066365598392575,0.22086040122219042
3,0.2107753541132595,0.14828473110277937
4,0.12067298183828391,0.13800631761899215
2,0.14586899300904113,0.1625194972880053
3,0.11281007301773317,0.23665941658047351
5,0.14725934091107337,0.13412775738487828
1,0.08524191061677294,0.26613851708504693
1,0.11236868135340274,0.24065122538322153
2,0.14129875510259832,0.18902304037551054
0,0.27970755214071036,0.14958871858000852
4,0.11983553072863808,0.12499714609403453
1,0.0915364902257771,0.2600488299571254
1,0.07523875048509951,0.35766932487721803
1,0.10046232808347183,0.1755218632246547
4,0.0975290377218639,0.1537420243530144
4,0.13326395665364285,0.11041260739308326
0,0.19079223265349698,0.1407319753589366
1,0.13521384639677073,0.22975187345033546
0,0.3232042098556795,0.1555706873521338
4,0.1117964803109545,0.15032510440722271
0,0.26320252646899917,0.1421109926982869
0,0.2651419865501573,0.13749086036127667
2,0.07442898708562763,0.17355886447079005
1,0.13171656944856447,0.18663727964206947
1,0.11918440366588476,0.2656117343137553
3,0.1024058013172186,0.18341982633973494
2,0.05296855742079786,0.15189199412692675
2,0.1221396803267876,0.15972404335446133
5,0.11674886742747975,0.14508183954721074
2,0.10671378898879184,0.15477063950228204
3,0.04431626961846844,0.16572293377516664
4,0.1571165274517232,0.22161171694099363
0,0.3855913372462294,0.09566155102518348
1,0.07589222212832594,0.1710225930371653
4,0.09977204391766488,0.15460455759632602
4,0.14348880139994907,0.15397487815017982
2,0.1548942187261745,0.11544696784759043
1,0.09889122821798023,0.45053510193446283
4,0.13628280423187725,0.20364591017597664
0,0.32252051071891535,0.1154074504069086
1,0.14949007461348227,0.16761638849420857
2,0.06446966690552644,0.154645271293169
1,0.13189636917257494,0.3457454522518269
3,0.07793256399537514,0.2221590496761897
4,0.18471945937759934,0.15858342704541076
5,0.18308351095201422,0.12884782120719462
2,0.25324014482828666,0.12831976569077994
5,0.06899752282259414,0.17515501779393014
5,0.06976833423199998,0.16431196239782442
3,0.1970531444245669,0.181455833320063
2,0.21142679643918172,0.17373285749029052
1,0.0912344475985129,0.21324320101621175
2,0.09761253898201032,0.12103753296036796
3,0.1713918784180356,0.1522702684002382
3,0.09584257116950398,0.18234473362978249
5,0.0798204588896967,0.1694862624395687
2,0.36012510971104117,0.12997124581595582
4,0.1061572988011531,0.17307398019773187
4,0.08157678143278801,0.18571377841263179
1,0.17003202347449847,0.1660460573205149
2,0.056568311292561464,0.17916007666164768
3,0.16870146415382892,0.1313379500092052
2,0.06892517763393746,0.16487969773693517
5,0.0748417373535863,0.15719114122483324
1,0.25166437537269626,0.21321874856817336
0,0.2632330998884088,0.1359670593359842
4,0.1249365925131989,0.13284305920832676
0,0.3315612074757926,0.12689360306132094
5,0.1859847476059384,0.13413499453508484
0,0.31415299582881784,0.12643457301217856
5,0.20964621992990623,0.12049038410842179
5,0.25575881739521705,0.12116298217384606
2,0.09336085254583482,0.15592992383753862
5,0.14028985317086537,0.16467777132800687
1,0.16575817813614638,0.28931943557777523
0,0.3693086523034066,0.13500185369001672
4,0.18824474809360758,0.1633407748331219
1,0.13268858575962142,0.22925933893372494
3,0.05698754175574915,0.2255623966787047
0,0.28162359179074564,0.1208005142946502
3,0.15371789952993287,0.1911549409215029
4,0.0568080492761472,0.16908289777970442
0,0.3683184096537402,0.1392314134964078
2,0.08255040163096172,0.18002390359808806
0,0.3326144828288204,0.12608080597307822
5,0.28707760203073607,0.12964858343742858
0,0.22914817252928507,0.14313962813036676
5,0.20419861265935568,0.1572715784207457
1,0.15728724793221296,0.298820233223851
2,0.1488888914565225,0.17162235031016518
3,0.0780342047994017,0.24923968394165208
3,0.23468571313753747,0.17213009687595243
3,0.09192980916769257,0.2040318353604361
5,0.10440682064709038,0.14569449736639203
4,0.13790140770199646,0.15702250737747805
3,0.17489511256653983,0.13684237108951205
0,0.39166016600633824,0.10377439847383009
3,0.12149321495451176,0.19318840832224185
4,0.13616956191550952,0.15111476887118014
4,0.1376034826287934,0.12244041568664234
3,0.17684102954792763,0.192752886350085
1,0.08190725463835996,0.2555510308222764
3,0.21587833952297733,0.14274219541702077
5,0.17211522453911668,0.13049278465614508
0,0.28356919848575746,0.16231470949986862
5,0.0818063250354178,0.16847679679804992
1,0.21705454934005852,0.18835606855593687
4,0.06093762038383696,0.1963639477917249
3,0.1052656262060259,0.19287886087918948
3,0.044170897549912755,0.18527132115900646
2,0.10856631530030493,0.1670662802061991
1,0.19723451052797358,0.16206895018125264
3,0.1648246418449659,0.19371529467966336
1,0.1708874157565393,0.24693347875858493
1,0.3238772989157324,0.16704995868008624
3,0.11866205310979128,0.16076725482484153
5,0.21429696517241634,0.14654124837847504
3,0.13982174623461976,0.1720471537340536
1,0.09737319445726128,0.3004993783632674
5,0.18065372277738093,0.14550807620416487
3,0.18466750635404713,0.16074278511555007
5,0.15487184911197957,0.11902525751070454
3,0.10098583770275053,0.15634519448576004
4,0.1838952537503947,0.14397879010570672
4,0.215716823358663,0.1574262713886387
4,0.1133019864250707,0.14457943876249224
2,0.10533563575263172,0.1954457209981334
4,0.2933579050691743,0.12380178734003847
2,0.07950746932619811,0.13942649900622942
4,0.19945651238820966,0.1736504772537275
5,0.23673625730274167,0.12596756651689514
4,0.2834591307093297,0.12791023396328938
5,0.06301433180081112,0.21555662804867132
0,0.1845694542557591,0.13457315104357062
1,0.06300736095847832,0.3218444172743486
0,0.45292938960365225,0.09826799349902882
0,0.2592250882340714,0.14799648154167938
5,0.06727819931417521,0.16791577129060514
1,0.2577804176930573,0.2621685847800364
2,0.07655419093302075,0.11427484389654238
5,0.1542384277139421,0.14756988332696955
4,0.16344769601036832,0.20299170986145892
0,0.14861517501357618,0.14287105922443502
3,0.04555492113207014,0.21696874744114006
5,0.1220877832328432,0.15848687128054187
2,0.06213718309192092,0.147663827351266
4,0.1104949413536408,0.2021733601971268
5,0.1286785787509294,0.14771260382146667
3,0.08685196360784275,0.15531625326864332
0,0.24372610771122058,0.1527800905316668
1,0.09135746741770459,0.25984719242293125
0,0.1993783671796401,0.1260495545102622
3,0.1433116886431478,0.1796977951116569
5,0.20185990196602835,0.13847191349743593
1,0.10724410143561906,0.20685501671697834
5,0.12513660306839453,0.19954438879654182
4,0.11317926726359048,0.16786960247501106
3,0.08860969071316065,0.1573916235044399
4,0.1259164835362363,0.19731792069204931
5,0.25928687798217565,0.16312080318835884
5,0.1906743801968586,0.15484668673388483
1,0.08758331835770043,0.3029423718404629
1,0.11474033282696611,0.23074916202604484
2,0.13424730089778084,0.14302919695264713
3,0.10750002301392468,0.16551446175238366
0,0.34076587314823675,0.1298402237413608
3,0.11030068053943376,0.18824916651223178
3,0.16488100275543383,0.1460423202636967
5,0.09371640361860062,0.1696602877637122
0,0.42110194534770595,0.09807857677174776
1,0.09496641642161698,0.19918988397125803
1,0.13265696375359715,0.23529970115293902
0,0.6098016874000834,0.0794511350678609
4,0.07869786090321296,0.17757472853847772
2,0.05063389780254434,0.14911031736359942
1,0.1306504474829118,0.17873196087144022
2,0.09729562652674227,0.14270642249077167
0,0.2610531884556102,0.13388098145810073
4,0.08377488143123368,0.17012509140785367
2,0.14562343939035274,0.12712930292173774
1,0.10691675690222781,0.185169532281405
5,0.11359781282586492,0.1868274001086558
1,0.14649392011566376,0.20530732643888774
2,0.06139565218093905,0.22001202385947402
4,0.07103642574499389,0.17406427128029262
4,0.1240624193109163,0.13559902131156026
3,0.09428443396892619,0.20968381197009928
4,0.11564678777838017,0.19394751385987444
4,0.09881976653377639,0.2542232280766187
3,0.0674634610278589,0.14074712687412697
5,0.12309198591568195,0.13078098065345994
2,0.03745610968180468,0.22999950271841388
0,0.27804278813376576,0.1273292948811467
0,0.4817510075612512,0.11609234482686266
3,0.11945547197655976,0.24184190777085682
0,0.24703266194750503,0.12876916738719973
1,0.11736248757071767,0.20785468132517007
5,0.20357428398433622,0.14500146024750005
2,0.05326655760140952,0.16039083191775919
3,0.07837879955547054,0.26796462190387993
3,0.2144054666557962,0.1526442707201048
3,0.1479428736442899,0.2140732333528297
2,0.22591718553717624,0.12984307563729822
4,0.058616156742069804,0.18076349020056245
5,0.04447452377586388,0.15919137086702498
3,0.11135890873090548,0.16711588410006029
5,0.152711290490991,0.1521251072945102
2,0.0710060467767106,0.1737630466364184
4,0.10744726117887698,0.15535565804146487
0,0.24197594527092403,0.14959499722978215
0,0.31774430372425083,0.11525271330263052
3,0.2111999925229654,0.2175366589566688
2,0.119263762694906,0.15637100806693838
0,0.2673850135274609,0.14813575256715086
2,0.11654829923122627,0.15187252214393512
0,0.23370281433087534,0.18349808053870015
5,0.0887479885831459,0.12998065071101117
4,0.063114089446226,0.18060764579742575
5,0.1521752290527394,0.12831248337032877
1,0.15022533091918835,0.25301285957535324
0,0.4871846502687405,0.08876929377333273
3,0.06699536522674968,0.1661171676953467
3,0.07496135545520549,0.1901602021327561
4,0.1425555444590859,0.1735825229977036
0,0.603177352417537,0.07483035032272645
1,0.0924922372840421,0.2617554576620399
1,0.061359316705639856,0.36748965790553584
2,0.10377786404574414,0.14762396581002085
1,0.1294629994947547,0.1998066262898018
2,0.08621604856317866,0.2196496886054941
5,0.07810232229050879,0.14734692718949907
1,0.12695192398807145,0.371913197782688
1,0.18690976927219935,0.16648286799114465
4,0.16616584984675628,0.1553546131100761
3,0.21492686960086843,0.20216665153421307
0,0.2766167341817482,0.13497502778221773
0,0.19261101403223993,0.1771397705012107
1,0.16952196901932257,0.2993900298638893
1,0.13088259019518006,0.18752012537064788
1,0.07916585045058896,0.2343143557352505
1,0.11371839106176378,0.2995037445916281
1,0.09651319697964743,0.17356852307284493
1,0.0962729408189173,0.17848791910790487
5,0.025121461617498463,0.13627666834857854
0,0.3498732990705703,0.13163174331757332
3,0.14270680124259422,0.1949138194001601
2,0.08475279060972499,0.16569586585878507
1,0.07362209507118683,0.40054691782113905
3,0.12886995701064916,0.1497202283651906
1,0.09616747093812046,0.2571022114320003
3,0.08007181802716529,0.25269186784085235
2,0.1705511999259929,0.15043682310898113
4,0.32606625148016766,0.12174035306567335
4,0.09953690499692183,0.1494036524240693
0,0.3616206945553787,0.1553745662063082
5,0.22246195004357328,0.15695556707997882
2,0.11457700914749633,0.1566643852698056
0,0.24875930984732084,0.1955541402989519
4,0.10983092785787968,0.16262267946205888
4,0.12223012737428571,0.12914929965171337
1,0.19145992151972835,0.14894155772952805
0,0.40974233507284813,0.09311344340121876
5,0.08894021466212147,0.14945399143913995
3,0.12018168432709614,0.20557975016758162
4,0.11944528888494392,0.17758878798230507
0,0.36383824824736993,0.14580124559852067
1,0.09556831333955221,0.3042432515954827
4,0.11213647094890922,0.15591845503551247
3,0.12510633086417575,0.17878809469542278
0,0.2452307661862456,0.1383426845433578
4,0.23490136754715601,0.14861450785572122
0,0.41915348949646497,0.13717426343628447
0,0.414370134179695,0.10355551146739796
1,0.11523182031848521,0.19837886917049052
4,0.20112725889259359,0.15529567071878825
0,0.36960341673268293,0.14922936200463516
2,0.07862026705765922,0.22064107193135546
4,0.1273527867525922,0.14735858488320644
3,0.10131890069696099,0.21162592619326978
2,0.11374489285524618,0.15241475607705343
2,0.1344523922271123,0.1734870895567655
4,0.14680317826290384,0.19695602495892495
