word,weight
such,0.5417039520555588
those,0.5451205866531526
results,0.559231559243683
who,0.5627295335233747
at,0.563726265067899
upon,0.5936268159948798
between,0.615440373612414
using,0.6421569520401172
september,0.679475884008047
since,0.6984876098301105
one,0.7032677457660566
etc,0.7187245587752685
16,0.7254240033729504
been,0.7294596182460042
before,0.7415784657485712
within,0.7607334644399519
they,0.767721738188846
these,0.7731824494075381
by,0.7831531337888551
where,0.786663576561882
ll,0.8288839068565936
ve,0.8470072243958189
during,0.8505888935948408
re,0.8653997355633661
we,0.8751627541535664
there,0.8762217626846744
because,0.9664258173828136
how,1.1663240541470812
no,1.3100037787143382
yes,1.5907936265717715
the,-5.421416571191763
and,-4.374959562712746
in,-1.9496567002789194
of,-1.8706664482198172
is,-1.5427144252244884
your,-1.510728814223989
to,-1.3235898981412828
for,-1.1800591341785351
was,-0.8488660889037207
that,-0.8232119926256696
can,-0.7413462858996774
with,-0.5284578452127907
have,-0.45009371783616264
are,-0.3623347377618646
will,-0.35582170061266555
paper,-0.2891934088224473
lot,-0.2847587446543858
make,-0.2526043310750981
be,-0.2486106869872947
additionally,-0.24580120317085316
overall,-0.23538000292222633
way,-0.2344595442480104
few,-0.23295039160052602
non,-0.22874320867401107
research,-0.22615516211118264
his,-0.21966769223981836
really,-0.21715124360995203
variety,-0.20652148784975544
help,-0.20433651931850064
often,-0.20204925995422088
