actual,prob_0,prob_1
1,0.506443677202594,0.493556322797406
0,0.6822763547894134,0.3177236452105866
0,0.6112158122885858,0.38878418771141415
1,0.46249126298945875,0.5375087370105412
0,0.6509521915746339,0.34904780842536615
0,0.5150346570520681,0.48496534294793187
1,0.32015714503154613,0.6798428549684539
0,0.5870593839593596,0.4129406160406404
0,0.5874406886413931,0.4125593113586069
0,0.5742822737630269,0.4257177262369731
0,0.6024210544172811,0.3975789455827189
0,0.5428680374518908,0.4571319625481092
0,0.6507066610357559,0.3492933389642441
0,0.5517805877997959,0.44821941220020406
0,0.6574220322557034,0.34257796774429666
0,0.6102002410802296,0.3897997589197704
1,0.38891794917753586,0.6110820508224641
1,0.4978385579725496,0.5021614420274504
1,0.4867751186422826,0.5132248813577174
1,0.5132233817050312,0.48677661829496877
0,0.5140940155751978,0.4859059844248022
0,0.5028495496784684,0.49715045032153155
0,0.5327570533911734,0.4672429466088266
1,0.2638807086935111,0.7361192913064889
0,0.46213789512348924,0.5378621048765108
0,0.5698367065449742,0.4301632934550258
1,0.5102060678753347,0.48979393212466527
0,0.6004913583751313,0.39950864162486865
1,0.5791491864288876,0.4208508135711124
0,0.46866040554874666,0.5313395944512533
0,0.6362902461629651,0.36370975383703485
0,0.5801618493156246,0.4198381506843753
0,0.5721361843958448,0.4278638156041552
0,0.5018280036855867,0.4981719963144134
0,0.6417625657569911,0.3582374342430089
0,0.7137273042124719,0.2862726957875281
1,0.5116295093516794,0.48837049064832055
0,0.5743850836554056,0.4256149163445943
1,0.40474442981866077,0.5952555701813392
0,0.5344347348690642,0.46556526513093577
1,0.4981764604545158,0.5018235395454842
0,0.5405653170837925,0.4594346829162074
1,0.656379655285668,0.34362034471433195
0,0.4070955868370073,0.5929044131629927
1,0.32050497283499424,0.6794950271650058
0,0.5683837547798928,0.4316162452201072
0,0.5838553965065167,0.41614460349348326
0,0.5664923825113526,0.4335076174886474
0,0.5479930654909041,0.4520069345090959
1,0.6100748164631387,0.3899251835368613
0,0.6639187922929997,0.3360812077070003
1,0.6042619551996633,0.39573804480033675
0,0.45796665301985917,0.5420333469801408
0,0.6860866924568556,0.31391330754314434
0,0.7602677068661603,0.23973229313383976
0,0.7255367090029827,0.2744632909970173
1,0.4597271134517764,0.5402728865482236
0,0.4821496037762202,0.5178503962237798
1,0.4833974153636422,0.5166025846363578
1,0.47626437448901493,0.5237356255109851
0,0.5519077711322267,0.44809222886777333
0,0.525216148768054,0.47478385123194605
1,0.1651607696513241,0.8348392303486759
0,0.33457615788660366,0.6654238421133963
0,0.5990460728837377,0.40095392711626227
0,0.45967633703260613,0.5403236629673939
0,0.6394041095638969,0.360595890436103
0,0.6495021078516288,0.3504978921483712
0,0.5047671788076182,0.49523282119238177
0,0.5997014543706296,0.4002985456293704
0,0.5803737938835218,0.41962620611647816
0,0.5859653377813174,0.4140346622186826
0,0.5238444433881542,0.4761555566118459
0,0.6035415520621235,0.3964584479378765
1,0.537064624350311,0.46293537564968906
0,0.6453530234227447,0.3546469765772553
0,0.7160944830580129,0.28390551694198707
0,0.6515042186352487,0.3484957813647513
0,0.5523967833333989,0.447603216666601
0,0.6930569313765563,0.30694306862344367
0,0.5635882010563567,0.4364117989436433
1,0.48795227019062604,0.512047729809374
1,0.6644154355319427,0.33558456446805734
0,0.5637635691369167,0.4362364308630833
1,0.6023621491682034,0.3976378508317966
1,0.31870967637033054,0.6812903236296695
1,0.1740358506446571,0.8259641493553429
0,0.6345823914124923,0.3654176085875077
0,0.5062720476595265,0.4937279523404735
1,0.5070726659062326,0.49292733409376743
1,0.5299974990807732,0.47000250091922685
0,0.5128111630332506,0.4871888369667495
1,0.5983064373748911,0.4016935626251089
0,0.6246821977948479,0.3753178022051521
1,0.4153586171097966,0.5846413828902034
0,0.5926850263700314,0.4073149736299686
0,0.5608232437549068,0.4391767562450933
1,0.502267203262336,0.497732796737664
1,0.594078837413198,0.40592116258680205
0,0.5923999865043965,0.40760001349560343
1,0.5054965666994953,0.4945034333005048
1,0.5793600655602017,0.4206399344397983
0,0.49580340925307154,0.5041965907469285
0,0.47658769914550747,0.5234123008544925
1,0.4668561925779663,0.5331438074220337
1,0.47326151693460516,0.5267384830653948
0,0.43507237992793646,0.5649276200720635
1,0.5476106310015114,0.4523893689984886
1,0.48594174948179136,0.5140582505182086
0,0.6999371871100928,0.30006281288990727
0,0.5156261424651318,0.48437385753486817
1,0.4306195719467326,0.5693804280532674
0,0.5210762711401357,0.47892372885986434
1,0.5300855255052088,0.4699144744947912
1,0.5524579212187897,0.4475420787812104
0,0.6549577866622976,0.34504221333770235
0,0.5292780381330886,0.47072196186691134
0,0.5920484498540052,0.4079515501459948
0,0.569993035144347,0.4300069648556531
0,0.5566632949978103,0.44333670500218975
1,0.5270597504906978,0.47294024950930225
1,0.4317534091648316,0.5682465908351684
1,0.5414190635004825,0.4585809364995174
1,0.5459433088218307,0.45405669117816927
0,0.5655451577387838,0.4344548422612163
1,0.5200215358865674,0.47997846411343265
1,0.5430153107457587,0.4569846892542413
0,0.6368869455040446,0.36311305449595543
1,0.3051679958632052,0.6948320041367948
1,0.5042044091950187,0.49579559080498126
1,0.43991919292379045,0.5600808070762096
0,0.5473752651043056,0.45262473489569444
1,0.5179819638941334,0.48201803610586663
0,0.5615308996088832,0.4384691003911168
1,0.5069315437229367,0.4930684562770633
0,0.6482301826100786,0.3517698173899214
0,0.600517140399699,0.39948285960030105
0,0.5141811325542981,0.4858188674457019
0,0.6345029686248839,0.36549703137511613
0,0.533378109351247,0.46662189064875303
0,0.5625312917424159,0.4374687082575841
0,0.4666829285851086,0.5333170714148914
1,0.5511030483939932,0.44889695160600684
0,0.5359539074677628,0.4640460925322372
0,0.5382000459358715,0.46179995406412855
1,0.2712800195547659,0.7287199804452341
1,0.4316547903924731,0.5683452096075269
0,0.5859635153047442,0.41403648469525584
1,0.4535577467654751,0.5464422532345249
0,0.565192974289345,0.434807025710655
0,0.7596927430723789,0.24030725692762112
1,0.4177401265616105,0.5822598734383895
0,0.5434524370624828,0.4565475629375172
1,0.189961603610595,0.810038396389405
1,0.4966658765068104,0.5033341234931896
1,0.4945730046149097,0.5054269953850903
1,0.4748653342213248,0.5251346657786752
0,0.5556898111013422,0.44431018889865775
1,0.5117914201293703,0.48820857987062966
0,0.5948734248020157,0.40512657519798434
1,0.5151813530549223,0.48481864694507765
0,0.6690458844029228,0.3309541155970772
0,0.34436312212518483,0.6556368778748152
0,0.6690632347456976,0.3309367652543024
0,0.5619412231102916,0.43805877688970846
0,0.4737423375436267,0.5262576624563733
1,0.5166979921256742,0.4833020078743258
0,0.5723345596695844,0.4276654403304156
0,0.627489867087432,0.37251013291256796
0,0.6977516936651469,0.3022483063348531
0,0.64188971050202,0.35811028949798
1,0.4295870558823781,0.5704129441176219
1,0.5078527180940443,0.4921472819059557
0,0.582164320918216,0.417835679081784
1,0.6394491676069392,0.3605508323930609
1,0.45147562457598756,0.5485243754240124
0,0.6069014732415301,0.39309852675846985
1,0.6785447519916437,0.32145524800835634
0,0.4783069368171623,0.5216930631828377
0,0.6593557715915481,0.3406442284084518
1,0.5238633205466807,0.47613667945331933
1,0.4300185368610049,0.5699814631389951
0,0.6160794498550777,0.3839205501449224
1,0.4921226357333557,0.5078773642666443
1,0.48906696712476727,0.5109330328752327
0,0.5030801142122026,0.4969198857877975
1,0.3335968759261564,0.6664031240738436
0,0.5881540395537601,0.4118459604462399
1,0.5168261256819013,0.48317387431809866
0,0.5687279715990463,0.43127202840095363
1,0.50190296863872,0.49809703136128003
0,0.5718805266055009,0.4281194733944991
0,0.6065938686892245,0.39340613131077556
0,0.7069663528498146,0.29303364715018543
1,0.24846215851147202,0.751537841488528
1,0.4524013771588983,0.5475986228411017
0,0.49395817469201275,0.5060418253079872
0,0.5608887840484755,0.43911121595152447
0,0.5355562227496443,0.4644437772503557
0,0.5422133595867729,0.45778664041322714
0,0.6907844593821637,0.30921554061783624
1,0.3866523853364422,0.6133476146635578
0,0.6684134312251466,0.33158656877485343
1,0.24057251791287582,0.7594274820871242
0,0.5831813995304794,0.4168186004695206
0,0.5658393568862061,0.4341606431137938
1,0.30968054355560315,0.6903194564443969
1,0.4665277541228813,0.5334722458771187
0,0.5063776957952949,0.4936223042047051
1,0.48004463642991657,0.5199553635700834
0,0.6694413536838888,0.33055864631611126
1,0.22103467836066115,0.7789653216393388
1,0.531531165772961,0.468468834227039
0,0.5779223664584248,0.42207763354157524
1,0.5424594027961143,0.45754059720388573
0,0.6393995884234691,0.36060041157653094
0,0.5070634278421717,0.4929365721578282
1,0.5047111587348734,0.4952888412651267
0,0.6363259671597481,0.3636740328402519
0,0.6142911578393354,0.3857088421606646
0,0.5564846911863217,0.44351530881367823
0,0.5205657616172082,0.47943423838279176
1,0.2218963838121255,0.7781036161878745
1,0.20015680967873406,0.7998431903212659
1,0.5063096565242385,0.49369034347576146
1,0.447982450600969,0.552017549399031
0,0.648011937105412,0.35198806289458795
0,0.5491048492051938,0.4508951507948063
1,0.1930726109707952,0.8069273890292048
1,0.33253410468380196,0.667465895316198
0,0.5513681901450865,0.44863180985491347
0,0.5166722122354398,0.4833277877645602
0,0.6253797993283232,0.37462020067167673
0,0.5449586692032415,0.45504133079675846
1,0.46734338551364396,0.532656614486356
0,0.560677787209526,0.439322212790474
0,0.5296911244641558,0.4703088755358442
1,0.5279479312384496,0.4720520687615503
0,0.6558627790767404,0.3441372209232596
1,0.48533064349912325,0.5146693565008768
0,0.5445132459861958,0.45548675401380423
0,0.5681854885843919,0.4318145114156081
0,0.5929512878024957,0.40704871219750427
0,0.5584308678559052,0.44156913214409477
0,0.5299513606363533,0.47004863936364677
1,0.6881706314437075,0.31182936855629245
0,0.5393409944762158,0.4606590055237842
0,0.6611072558106654,0.3388927441893346
1,0.5137869956015358,0.48621300439846415
0,0.6111242776552057,0.38887572234479434
0,0.7621732941517778,0.23782670584822216
1,0.47539330065774055,0.5246066993422595
0,0.5806832548892893,0.41931674511071065
0,0.6152552732267944,0.38474472677320565
1,0.3178568591120762,0.6821431408879238
0,0.49495458167517525,0.5050454183248247
0,0.5364271731039072,0.46357282689609275
0,0.7211502315165075,0.2788497684834926
0,0.31369208362001766,0.6863079163799823
1,0.49917365490834753,0.5008263450916525
1,0.19079496696642173,0.8092050330335783
1,0.509699305852958,0.4903006941470421
1,0.530606372938528,0.469393627061472
1,0.44008893283536465,0.5599110671646353
1,0.5404721601645153,0.45952783983548473
0,0.7591308254439861,0.24086917455601387
0,0.5610792569560026,0.4389207430439974
1,0.42949407483893975,0.5705059251610602
0,0.6103734904222603,0.3896265095777397
1,0.4685219559945052,0.5314780440054948
0,0.6658381285587621,0.3341618714412379
0,0.6797345179137224,0.32026548208627764
1,0.4859441529509331,0.5140558470490669
1,0.4092845131641979,0.5907154868358021
1,0.41740168907417186,0.5825983109258281
0,0.5593068043906098,0.44069319560939024
1,0.48606162640491324,0.5139383735950868
0,0.5661728295609185,0.4338271704390814
0,0.6131790109529962,0.3868209890470038
0,0.5388649363233649,0.46113506367663515
0,0.635783745101226,0.3642162548987739
1,0.5275249334760301,0.47247506652396987
0,0.549439454681928,0.450560545318072
1,0.5685915190707772,0.4314084809292228
0,0.5616271093432985,0.43837289065670154
1,0.5040192097623668,0.49598079023763325
0,0.521312041867051,0.47868795813294895
0,0.559418803025258,0.4405811969747419
1,0.4145727311036339,0.5854272688963661
0,0.45035491971353625,0.5496450802864637
0,0.5518054476746028,0.4481945523253972
1,0.5218111749449494,0.47818882505505056
0,0.6371866725476529,0.3628133274523471
1,0.4270768052831523,0.5729231947168477
0,0.5636523506999702,0.4363476493000297
0,0.5093533898764322,0.49064661012356775
0,0.6856488315025258,0.31435116849747424
0,0.543734553459529,0.45626544654047096
1,0.544406432679358,0.45559356732064205
1,0.5454085812746885,0.45459141872531145
0,0.668126690244363,0.33187330975563706
0,0.6661447593085892,0.33385524069141087
0,0.560991762460922,0.4390082375390781
0,0.5880418727615535,0.4119581272384465
0,0.5477286905253782,0.45227130947462185
0,0.6223154926858557,0.37768450731414427
0,0.5208746630673007,0.4791253369326994
0,0.5278497458909103,0.47215025410908973
0,0.4941060628779559,0.5058939371220441
0,0.5710132454950714,0.4289867545049286
0,0.7757787320151015,0.22422126798489855
1,0.546152356443076,0.453847643556924
1,0.529460958074319,0.47053904192568097
0,0.5915215321597707,0.40847846784022934
0,0.5331641459142238,0.46683585408577627
1,0.5686895125759384,0.43131048742406164
1,0.5484109641164723,0.45158903588352767
0,0.4834430752665009,0.5165569247334991
0,0.7012295401944011,0.29877045980559896
0,0.619743795856827,0.3802562041431729
1,0.12159721756430897,0.878402782435691
1,0.4814167083917763,0.5185832916082237
0,0.5554773830024878,0.44452261699751217
0,0.6782694411205148,0.32173055887948526
0,0.5730240278345501,0.4269759721654499
1,0.2619966791431454,0.7380033208568546
0,0.5507668015205003,0.44923319847949966
0,0.6327958379975245,0.3672041620024755
0,0.5373461693108692,0.46265383068913074
0,0.6158234883590474,0.38417651164095257
1,0.4007081429577316,0.5992918570422684
1,0.5010407058732287,0.4989592941267713
1,0.5339100992749015,0.4660899007250984
0,0.5146025996053796,0.4853974003946204
0,0.5403335993683906,0.4596664006316094
1,0.4813727730622991,0.5186272269377009
0,0.5795237420174176,0.42047625798258237
0,0.5829237931365856,0.41707620686341434
